Titre original,Note presse,Note spectateur,id allocine,Réalisateur,date,duree_minutes,Nombre_de_notes_spectateurs,Nombre_de_critiques_spectateurs,Nombre_de_critiques_presse,mois_sortie_x,annee_sortie_x,titre_normalise,nom_du_realisateur_bis,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,mois_sortie_y,annee_sortie_y,nom_du_realisateur
Water for Elephants,2.8,3.8,129955,Francis Lawrence,2011-05-04,115.0,6073.0,798.0,22.0,5.0,2011.0,waterforelephants,francislawrence,False,/12xU204ABgr31iCTM57JT6wGFMg.jpg,,38000000.0,"Drama, Romance",http://waterforelephantsfilm.com/,55787.0,tt1067583,en,Water for Elephants,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",21.783,/yJ8kiGDA2FDdiy8hhlM1su10OCH.jpg,"Big Screen Productions, Fox 2000 Pictures, Flashpoint Entertainment, Dune Entertainment, Ingenious Media",United States of America,2011-04-15,117094902.0,122.0,"English, Polski",Released,Life is the most spectacular show on earth.,Water for Elephants,False,6.945,2410.0,4.0,2011.0,Francis Lawrence
We Are Still Here,,1.6,235485,Ted Geoghegan,2016-09-20,84.0,161.0,23.0,,9.0,2016.0,wearestillhere,tedgeoghegan,False,/bUV1ObIIeCzIUKE4iucetXvFIh7.jpg,,0.0,Horror,,291272.0,tt3520418,en,We Are Still Here,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",9.273,/iFNnYBBZBxk9ZBXbZH3XyTIMTLL.jpg,"Dark Sky Films, Snowfort Pictures",United States of America,2015-06-05,0.0,83.0,English,Released,This house needs a family,We Are Still Here,False,5.6,445.0,6.0,2015.0,Ted Geoghegan
We Are What We Are,,2.7,207102,Jim Mickle,2014-09-03,105.0,412.0,66.0,,9.0,2014.0,wearewhatweare,jimmickle,False,/4FEMs3JkziJoxU8KEGcSQw4QcI0.jpg,,0.0,"Drama, Horror, Thriller",,159128.0,tt2309021,en,We Are What We Are,"The Parkers, reclusive people who cling to ancient customs, find their secret lives threatened when a torrential downpour and the death of the family matriarch forces daughters Iris and Rose to assume special responsibilities.",10.638,/3Q0rtUfNHFOEnVoRv1pmKaAbZEV.jpg,"Belladonna Productions, Memento Films International, Paradise City, The Zoo, Uncorked Productions, Venture Forth, We Are What We Are","France, United States of America",2013-09-27,81381.0,105.0,English,Released,Blood is the strongest bond.,We Are What We Are,False,5.733,511.0,9.0,2013.0,Jim Mickle
We Are Your Friends,3.5,3.5,229493,Max Joseph,2015-08-26,96.0,2280.0,152.0,4.0,8.0,2015.0,weareyourfriends,maxjoseph,False,/pLEaJ0zGXxkSLmACjDh2owdari1.jpg,,6000000.0,"Drama, Music, Romance, Comedy",,301351.0,tt3787590,en,We Are Your Friends,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",21.511,/k8SfiPoh3zUkDpHOT22ATegS2FU.jpg,"Working Title Films, StudioCanal, Anton Capital Entertainment, RatPac Entertainment, Shadowcast Pictures, Warner Bros. Pictures","France, United Kingdom, United States of America",2015-08-26,11122090.0,96.0,"English, Italiano, Español",Released,The world is yours.,We Are Your Friends,False,6.741,2197.0,8.0,2015.0,Max Joseph
We Bought A Zoo,3.0,3.7,182075,Cameron Crowe,2012-04-18,123.0,5191.0,561.0,22.0,4.0,2012.0,weboughtazoo,cameroncrowe,False,/uUVCkF3Bdfd9MVoK0uwdEaKnntw.jpg,,50000000.0,"Drama, Comedy, Family",http://www.weboughtazoo.com/,74465.0,tt1389137,en,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",26.51,/dcOvIqdsojUdAtWt1nPT9xS76Su.jpg,"Dune Entertainment, Estrella Media, Vinyl Films, 20th Century Fox",United States of America,2011-12-08,120081841.0,124.0,English,Released,A True Zoo Story,We Bought a Zoo,False,6.771,2534.0,12.0,2011.0,Cameron Crowe
We Die Young,,2.0,270966,Lior Geller,2019-07-11,92.0,147.0,22.0,,7.0,2019.0,wedieyoung,liorgeller,False,/mYU1NFj8U99yX4sXEGcvEGQ7RQG.jpg,,4000000.0,"Drama, Action, Crime, Thriller",,538207.0,tt7903530,en,We Die Young,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",14.552,/dB0Dl2nDRmvplaJLeHSfkppJXHs.jpg,"Dream Team Films, Premiere Picture, Signature Pictures, Dog with a Bone Productions, Zone Vision","Bulgaria, United States of America",2019-05-09,143837.0,93.0,English,Released,Every Life Is Worth Saving.,We Die Young,False,6.8,269.0,5.0,2019.0,Lior Geller
Welcome Home,,1.7,255923,George Ratliff,2018-10-24,97.0,179.0,16.0,,10.0,2018.0,welcomehome,georgeratliff,False,/1hrexCNSKU8SZ2rgl2UvBvcqs1M.jpg,,0.0,"Thriller, Horror",https://www.star-thrower.com/films/welcome-home/,525460.0,tt6829180,en,Welcome Home,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,12.811,/fMhJQoMitAh0pN0fLlD7iUGcBp0.jpg,"AMBI Group, Star Thrower Entertainment, Voltage Pictures",United States of America,2018-11-16,0.0,98.0,English,Released,Betrayal hurts. Jealousy kills.,Welcome Home,False,5.3,309.0,11.0,2018.0,George Ratliff
Welcome the Stranger,,1.8,249576,Justin Kelly,2018-04-02,,42.0,7.0,,4.0,2018.0,welcomethestranger,justinkelly,False,/51aiE8fEXchmbLIyX7Smm3zJavV.jpg,,0.0,"Drama, Mystery, Thriller, Science Fiction",,413852.0,tt5716280,en,Welcome the Stranger,"Alice arrives unannounced at her estranged brother Ethan's house in an attempt to reconcile, but bizarre visions, the return of his strange girlfriend and Alice's paranoia and suspicion force the siblings to cling onto reality amidst mysterious circumstances.",4.501,/fZch4FhfexA18gUUQjHXKnLmkjh.jpg,,United States of America,2018-03-20,0.0,94.0,English,Released,,Welcome the Stranger,False,5.2,40.0,3.0,2018.0,Justin Kelly
Welcome to Marwen,3.8,3.6,224929,Robert Zemeckis,2019-01-02,116.0,2305.0,215.0,27.0,1.0,2019.0,welcometomarwen,robertzemeckis,False,/o2841QcPz3TLKajqTiEe6VWGL36.jpg,,39000000.0,"Drama, Comedy",https://www.welcometomarwen.com,351044.0,tt3289724,en,Welcome to Marwen,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",16.042,/dOULsxYQFsOR0cEBBB20xnjJkPD.jpg,"DreamWorks Pictures, Universal Pictures, ImageMovers, Perfect World Pictures","China, United States of America",2018-12-21,12800000.0,116.0,English,Released,You can't put this hero in a box.,Welcome to Marwen,False,6.6,1075.0,12.0,2018.0,Robert Zemeckis
Welcome to New York,,1.4,203124,Abel Ferrara,2014-05-17,125.0,1016.0,333.0,,5.0,2014.0,welcometonewyork,abelferrara,False,/VHIhujDZPDbxcUbA9Z6Pkux2di.jpg,,0.0,Drama,,197696.0,tt2758890,en,Welcome to New York,"George Devereaux, a prominent French politician, lives a life of debauchery, until he is arrested in New York for sexually assaulting a hotel maid.",8.688,/c4kMaSohdRmSPritQKDaYB1tKjQ.jpg,Wild Bunch,United States of America,2014-08-07,0.0,125.0,English,Released,,Welcome to New York,False,5.2,117.0,8.0,2014.0,Abel Ferrara
Welcome to the Jungle,,1.7,201702,Rob Meltzer,2017-07-26,90.0,368.0,62.0,,7.0,2017.0,welcometothejungle,robmeltzer,False,/ucvAwCzaRuQAydXKP1BPErgZIzR.jpg,,3500000.0,Comedy,,205724.0,tt2193265,en,Welcome to the Jungle,A company retreat on a tropical island goes terribly awry.,20.94,/wRHaPGBBmQhUVgYofPoaqTEdUWq.jpg,"Private Island Trax, The Salt Company International, Pimienta, 120dB Films, Stun Creative","United Kingdom, United States of America, Puerto Rico",2013-04-27,0.0,95.0,English,Released,Unleash your inner beast!,Welcome to the Jungle,False,5.065,390.0,4.0,2013.0,Rob Meltzer
Welcome to the Punch,,2.7,193086,Eran Creevy,2013-08-01,99.0,576.0,71.0,,8.0,2013.0,welcometothepunch,erancreevy,False,/btgHGn0YZt5Xq2ltoMrbluTm2Pf.jpg,,8500000.0,"Action, Adventure, Crime",,93828.0,tt1684233,en,Welcome to the Punch,"When notorious criminal Jacob Sternwood is forced to return to London, it gives detective Max Lewinsky one last chance to take down the man he's always been after.",15.868,/6mCyfp7nk1sTZNtvLSVGrO0sPeH.jpg,"Worldview Entertainment, Between The Eyes, Automatik Entertainment, IM Global, Scott Free Productions, Alliance Films, BFI, Quickfire Films","United Kingdom, United States of America",2013-03-15,3926386.0,99.0,English,Released,"A Stunning, Intelligent Thriller",Welcome to the Punch,False,5.9,607.0,3.0,2013.0,Eran Creevy
Welcome to the Rileys,2.9,3.8,141576,Jake Scott,2010-11-10,110.0,1294.0,204.0,20.0,11.0,2010.0,welcometotherileys,jakescott,False,/aKess0g91BMSYpq1VLqwaqz83JF.jpg,,0.0,Drama,http://www.welcometotherileys-movie.com/,31007.0,tt1183923,en,Welcome to the Rileys,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",11.644,/tt9pBPoXjFu36rPqObwrgkYCY3t.jpg,"Destination Films, Scott Free Productions, Samuel Goldwyn Films, Argonaut Pictures","United Kingdom, United States of America",2010-10-29,361960.0,110.0,English,Released,,Welcome to the Rileys,False,6.605,371.0,10.0,2010.0,Jake Scott
We Need to Talk About Kevin,3.7,4.0,146626,Lynne Ramsay,2011-09-28,110.0,3598.0,411.0,26.0,9.0,2011.0,weneedtotalkaboutkevin,lynneramsay,False,/k7lwdrpZ92BDahx6TLdkPE65cpJ.jpg,,7000000.0,"Drama, Thriller",http://kevin.oscilloscope.net,71859.0,tt1242460,en,We Need to Talk About Kevin,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",19.227,/auAmiRmbBQ5QIYGpWgcGBoBQY3b.jpg,"BBC Film, Independent, UK Film Council, Footprint Investment Fund, Piccadilly Pictures, Lipsync Productions, Artina Films, Rockinghorse Films, Caemhan, Panaramic, Beryl Betty, Atlantic Swiss Productions, KanZaman Productions","Spain, United Kingdom, United States of America",2011-09-28,10800000.0,113.0,English,Released,,We Need to Talk About Kevin,False,7.56,2629.0,9.0,2011.0,Lynne Ramsay
Wer,,2.6,203320,William Brent Bell,,93.0,57.0,14.0,,,,wer,williambrentbell,False,/clJMLazi8P0zu7IZJEUiYOLDSII.jpg,,0.0,"Horror, Mystery, Thriller",,222461.0,tt2229511,en,Wer,"A defense attorney begins to suspect that her client, who is charged with the murders of a vacationing family, might be more than meets the eye.",9.476,/AeoCw3ItN1LELfJvTQnXagADL0F.jpg,"FilmDistrict, Incentive Filmed Entertainment, Prototype, Room 101, Sierra/Affinity",Romania,2013-11-16,0.0,89.0,English,Released,The legend reborn,Wer,False,6.373,374.0,11.0,2013.0,William Brent Bell
We're the Millers,2.9,3.6,193459,Rawson Marshall Thurber,2013-09-18,110.0,7519.0,628.0,15.0,9.0,2013.0,werethemillers,rawsonmarshallthurber,False,/soxvAxlPTp3ATvvza4jSwzFUUEV.jpg,,37000000.0,"Comedy, Crime",http://werethemillers.warnerbros.com,138832.0,tt1723121,en,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,41.943,/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg,"New Line Cinema, Newman/Tooley Films, Bad Version, Slap Happy Productions, Heyday Films, BenderSpink","United Kingdom, United States of America",2013-08-07,270000000.0,110.0,English,Released,If anyone asks.,We're the Millers,False,6.8,8426.0,8.0,2013.0,Rawson Marshall Thurber
